"Volgnummer","id_geo","Plaats","Straat","Huisnummer","Toevoeging","Kad. gemeente","Kad. sectie","Kadastraal perceelnr.","Bram","dubbel_bram","geometry","geopackage","dubbel_geo"
"63576","52051","Andijk","Meander","62",NULL,"Andijk","L","1406","JA",False,"0101000020E6100000E6D2A36200DD14403CC55BFDF95E4A40","JA",False
"63577","52052","Andijk","Meander","64",NULL,"Andijk","L","1451","JA",False,"0101000020E61000006A2B11EAE2DC14403CC55BFDF95E4A40","JA",False
"63578","52053","Andijk","Meander","66",NULL,"Andijk","L","1405","JA",False,"0101000020E6100000A84FC39C0BDD1440D4070AD9F55E4A40","JA",False
"63579","52054","Andijk","Meander","68",NULL,"Andijk","L","1452","JA",False,"0101000020E6100000FBC8A855EBDC1440437A39D2F45E4A40","JA",False
"63580","52055","Andijk","Meander","70",NULL,"Andijk","L","1560","JA",False,"0101000020E610000072A97F2121DD1440D5E578D4F35E4A40","JA",False
"63581","52056","Andijk","Meander","72",NULL,"Andijk","L","1559","JA",False,"0101000020E6100000FB5399A4FCDC1440101C4897F25E4A40","JA",False
"63582","52057","Andijk","Meander","74",NULL,"Andijk","L","1562","JA",False,"0101000020E610000049A7949D28DD14404B285487ED5E4A40","JA",False
"63583","52058","Andijk","Meander","76",NULL,"Andijk","L","1561","JA",False,"0101000020E6100000A626ED1E0FDD14404025636EEC5E4A40","JA",False
"63584","52059","Andijk","Meander","78",NULL,"Andijk","L","1563","JA",False,"0101000020E6100000E54A9FD137DD14407B06DA47EB5E4A40","JA",False
"63585","52060","Andijk","Meander","80",NULL,"Andijk","L","1564","JA",False,"0101000020E6100000EC115B7E1FDD14409E07785EE95E4A40","JA",False
"63588","52063","Andijk","Meander","82",NULL,"Andijk","L","1566","JA",False,"0101000020E6100000D16A7B7C6FDD14401A3DA6C6E75E4A40","JA",False
"63589","52064","Andijk","Meander","84",NULL,"Andijk","L","1569","JA",False,"0101000020E61000002BD7DE1D7CDD144015108B2CE55E4A40","JA",False
"63590","52065","Andijk","Meander","86",NULL,"Andijk","L","1567","JA",False,"0101000020E6100000F107C52495DD144075075F77E85E4A40","JA",False
"63591","52066","Andijk","Meander","88",NULL,"Andijk","L","1623","JA",False,"0101000020E61000005CCC478AA1DD14409C973465E65E4A40","JA",False
"63592","52067","Andijk","Meander","90",NULL,"Andijk","L","1396","JA",False,"0101000020E6100000E48F2E69E8DD1440FF95AE13E85E4A40","JA",False
"63593","52068","Andijk","Meander","1",NULL,"Andijk","L","1831","JA",False,"0101000020E61000001DD743D106DE144071DB04881B5F4A40","JA",False
"63594","52069","Andijk","Meander","3",NULL,"Andijk","L","1832","JA",False,"0101000020E610000068896DDDFEDD1440AFDA06D5195F4A40","JA",False
"63595","52070","Andijk","Meander","5",NULL,"Andijk","L","1426","JA",False,"0101000020E61000008AAEBB16EDDD1440F598EB3A155F4A40","JA",False
"63596","52071","Andijk","Meander","7",NULL,"Andijk","L","1425","JA",False,"0101000020E610000091006812E6DD1440F47C1D12135F4A40","JA",False
"63597","52072","Andijk","Meander","9",NULL,"Andijk","L","1424","JA",False,"0101000020E6100000E58F2E69E8DD1440E7BE4E7A115F4A40","JA",False
"63616","52091","Andijk","Meander","11",NULL,"Andijk","L","2787","JA",False,"0101000020E610000086E413ACBCDD144037FF70260E5F4A40","JA",False
"63617","52092","Andijk","Meander","13",NULL,"Andijk","L","2786","JA",False,"0101000020E6100000CEE276EBA6DD1440383259D00D5F4A40","JA",False
"63618","52093","Andijk","Meander","15",NULL,"Andijk","L","2288","JA",False,"0101000020E6100000E701525C8EDD14406B7801560D5F4A40","JA",False
"63619","52094","Andijk","Meander","17",NULL,"Andijk","L","2287","JA",False,"0101000020E6100000630813E877DD144062BE21D70C5F4A40","JA",False
"63620","52095","Andijk","Meander","19",NULL,"Andijk","L","2530","JA",False,"0101000020E61000008856379F62DD1440D6E991850C5F4A40","JA",False
"63621","52096","Andijk","Meander","21",NULL,"Andijk","L","2531","JA",False,"0101000020E61000004ABD753B4BDD14407E26C20F0C5F4A40","JA",False
"63622","52097","Andijk","Meander","23",NULL,"Andijk","L","2312","JA",False,"0101000020E6100000FB6C660068DD144032507438065F4A40","JA",False
"63623","52098","Andijk","Meander","25",NULL,"Andijk","L","2313","JA",False,"0101000020E6100000E6EB70BE6BDD1440F1AABC65045F4A40","JA",False
"63624","52099","Andijk","Meander","27",NULL,"Andijk","L","2314","JA",False,"0101000020E6100000EA14473C68DD144001DE149C025F4A40","JA",False
"63625","52100","Andijk","Meander","29",NULL,"Andijk","L","2278","JA",False,"0101000020E6100000282318516EDD144038EBC4BB005F4A40","JA",False
"63626","52101","Andijk","Meander","31",NULL,"Andijk","L","1398","JA",False,"0101000020E6100000D4F56BCB80DD144037945B6CF95E4A40","JA",False
"63627","52102","Andijk","Meander","33",NULL,"Andijk","L","1399","JA",False,"0101000020E610000042E3C4AE89DD14409F01BBEFF75E4A40","JA",False
"63628","52103","Andijk","Meander","35",NULL,"Andijk","L","1400","JA",False,"0101000020E610000034B47B6886DD144024287A18F65E4A40","JA",False
"63629","52104","Andijk","Meander","37",NULL,"Andijk","L","1401","JA",False,"0101000020E6100000A6CAAAC98BDD14402D2C494AF45E4A40","JA",False
"63630","52105","Andijk","Meander","39",NULL,"Andijk","L","1402","JA",False,"0101000020E6100000C65113D48EDD1440112258A0F25E4A40","JA",False
"63631","52106","Andijk","Meander","41",NULL,"Andijk","L","1395","JA",False,"0101000020E610000012BBEF6ADDDD144020FE76FFF05E4A40","JA",False
"63632","52107","Andijk","Meander","43",NULL,"Andijk","L","1394","JA",False,"0101000020E6100000DB14ACEFF2DD1440E5DFAED6F05E4A40","JA",False
"63633","52108","Andijk","Meander","45",NULL,"Andijk","L","1393","JA",False,"0101000020E610000019AE6D530ADE1440D18DEE69F05E4A40","JA",False
"63634","52109","Andijk","Meander","47",NULL,"Andijk","L","1392","JA",False,"0101000020E61000008C4F8D0321DE1440F65C7E2AF05E4A40","JA",False
"63635","52110","Andijk","Meander","49",NULL,"Andijk","L","1391","JA",False,"0101000020E61000004AB9B75D52DE14407D671638F05E4A40","JA",False
"63636","52111","Andijk","Meander","51",NULL,"Andijk","L","1390","JA",False,"0101000020E6100000246B93A667DE14401036A6F8EF5E4A40","JA",False
"63637","52112","Andijk","Meander","53",NULL,"Andijk","L","1389","JA",False,"0101000020E6100000A764D21A7EDE1440EF4AA5D6EE5E4A40","JA",False
"63638","52113","Andijk","Meander","55",NULL,"Andijk","L","1388","JA",False,"0101000020E6100000A3C6ECEB92DE14407FFA7C77EE5E4A40","JA",False
"63639","52114","Andijk","Meander","57",NULL,"Andijk","L","1387","JA",False,"0101000020E6100000AE575003ABDE14400CC08433EE5E4A40","JA",False
"63640","52115","Andijk","Meander","59",NULL,"Andijk","L","1386","JA",False,"0101000020E6100000CA40D3DEC2DE1440D368D4CFED5E4A40","JA",False
"63641","52116","Andijk","Meilag","2",NULL,"Andijk","L","2169","JA",False,"0101000020E6100000FCAE09DACFDD1440E0436CB9FB5E4A40","JA",False
"63642","52117","Andijk","Meilag","4",NULL,"Andijk","L","2170","JA",False,"0101000020E6100000C508C65EE5DD1440805D2C26FC5E4A40","JA",False
"63643","52118","Andijk","Meilag","6",NULL,"Andijk","L","2126","JA",False,"0101000020E61000008B39AC65FEDD1440E176FC9BFC5E4A40","JA",False
"63644","52119","Andijk","Meilag","8",NULL,"Andijk","L","2827","JA",False,"0101000020E6100000BCA3248312DE1440A57994A9FC5E4A40","JA",False
"63645","52120","Andijk","Meilag","10",NULL,"Andijk","L","2828","JA",False,"0101000020E6100000054359AF30DE14407A5CA421FC5E4A40","JA",False
"63646","52121","Andijk","Meilag","12",NULL,"Andijk","L","2829","JA",False,"0101000020E61000008C656EA143DE1440055254F4FB5E4A40","JA",False
"63647","52122","Andijk","Meilag","14",NULL,"Andijk","L","2829","JA",False,"0101000020E610000044670B6259DE1440B739A490FB5E4A40","JA",False
"63648","52123","Andijk","Meilag","16",NULL,"Andijk","L","2829","JA",False,"0101000020E6100000E910895E6FDE1440B52B445AFB5E4A40","JA",False
"63649","52124","Andijk","Meilag","18",NULL,"Andijk","L","2345","JA",False,"0101000020E610000004FA0B3A87DE14402F13A4FFFA5E4A40","JA",False
"63650","52125","Andijk","Meilag","20",NULL,"Andijk","L","2280","JA",False,"0101000020E6100000108B6F519FDE1440D8F77BA0FA5E4A40","JA",False
"63653","52128","Andijk","Meilag","22",NULL,"Andijk","L","1385","JA",False,"0101000020E6100000AF83123FF0DE14406893176AF95E4A40","JA",False
"63654","52129","Andijk","Meilag","24",NULL,"Andijk","L","1384","JA",False,"0101000020E61000002269B437EBDE1440E4D9D692F75E4A40","JA",False
"63655","52130","Andijk","Meilag","26",NULL,"Andijk","L","1383","JA",False,"0101000020E61000000C8E5B0FE8DE14407A0582D4F55E4A40","JA",False
"63656","52131","Andijk","Meilag","28",NULL,"Andijk","L","1382","JA",False,"0101000020E6100000EADD1C87E8DE14402BF2DCE8F35E4A40","JA",False
"63657","52132","Andijk","Meilag","30",NULL,"Andijk","L","1381","JA",False,"0101000020E61000009B2EDF3839DF14402AE9219EF55E4A40","JA",False
"63658","52133","Andijk","Meilag","32",NULL,"Andijk","L","1380","JA",False,"0101000020E6100000AAE818CE4DDF144075C7B15EF55E4A40","JA",False
"63659","52134","Andijk","Meilag","34",NULL,"Andijk","L","1379","JA",False,"0101000020E61000007C48481B6ADF14402AE9219EF55E4A40","JA",False
"63660","52135","Andijk","Meilag","36",NULL,"Andijk","L","1378","JA",False,"0101000020E610000086D9AB3282DF1440CC0072CBF55E4A40","JA",False
"63661","52136","Andijk","Meilag","38",NULL,"Andijk","L","1377","JA",False,"0101000020E6100000DBF362D895DF14403C319A2AF65E4A40","JA",False
"63662","52137","Andijk","Meilag","40",NULL,"Andijk","L","1376","JA",False,"0101000020E61000006B1CEB92AFDF1440A0500A6AF65E4A40","JA",False
"63663","52138","Andijk","Meilag","42",NULL,"Andijk","L","1375","JA",False,"0101000020E61000005B4FBC1DC1DF1440DBDCA299F75E4A40","JA",False
"63664","52139","Andijk","Meilag","44",NULL,"Andijk","L","1374","JA",False,"0101000020E610000001F9391AD7DF1440001AA32AF85E4A40","JA",False
"63665","52140","Andijk","Meilag","1",NULL,"Andijk","L","2166","JA",False,"0101000020E6100000748CF4E7BCDD144098E4542F025F4A40","JA",False
"63666","52141","Andijk","Meilag","3",NULL,"Andijk","L","2290","JA",False,"0101000020E61000001B3672E4D2DD14406CE0D477025F4A40","JA",False
"63667","52142","Andijk","Meilag","5",NULL,"Andijk","L","2291","JA",False,"0101000020E610000005406DF1E7DD144026D984DB025F4A40","JA",False
"63668","52143","Andijk","Meilag","7",NULL,"Andijk","L","2291","JA",False,"0101000020E61000009768F5AB01DE14403CDFF489025F4A40","JA",False
"63669","52144","Andijk","Meilag","9",NULL,"Andijk","L","2291","JA",False,"0101000020E610000060C2B13017DE1440DAD6B4F6025F4A40","JA",False
"63670","52145","Andijk","Meilag","11",NULL,"Andijk","L","2291","JA",False,"0101000020E61000009E5B73942EDE14402DCF4448035F4A40","JA",False
"63671","52146","Andijk","Meilag","13",NULL,"Andijk","L","2168","JA",False,"0101000020E6100000DDF434F845DE144064C9A47E035F4A40","JA",False
"63672","52147","Andijk","Meilag","15",NULL,"Andijk","L","1440","JA",False,"0101000020E6100000DD629A0DF3DE14405B86B43A055F4A40","JA",False
"63673","52148","Andijk","Meilag","17",NULL,"Andijk","L","1441","JA",False,"0101000020E610000061D1E832F8DE144002D46C16035F4A40","JA",False
"63676","52151","Andijk","Meilag","19",NULL,"Andijk","L","1445","JA",False,"0101000020E61000005D3303040DDF144092C44C7CFE5E4A40","JA",False
"63677","52152","Andijk","Meilag","21",NULL,"Andijk","L","1442","JA",False,"0101000020E6100000534371D928DF14407CAFB4DDFD5E4A40","JA",False
"63678","52153","Andijk","Meilag","23",NULL,"Andijk","L","1443","JA",False,"0101000020E6100000F6C3185842DF1440EDA7DCABFD5E4A40","JA",False
"63679","52154","Andijk","Meilag","25",NULL,"Andijk","L","2369","JA",False,"0101000020E610000034899CF79EDF144078AD1CD0FD5E4A40","JA",False
"63680","52155","Andijk","Meilag","27",NULL,"Andijk","L","2368","JA",False,"0101000020E610000079E919089EDF144025DFC499FF5E4A40","JA",False
"63681","52156","Andijk","Meilag","29",NULL,"Andijk","L","2082","JA",False,"0101000020E6100000C3726D9699DF1440FDEA8C75015F4A40","JA",False
"63682","52157","Andijk","Meilag","31",NULL,"Andijk","L","2095","JA",False,"0101000020E6100000720C7DBD93DF1440D7D45C0D035F4A40","JA",False
"63683","52158","Andijk","Meilag","33",NULL,"Andijk","L","2975","JA",False,"0101000020E6100000DE450FD48EDF1440B1978CDB045F4A40","JA",False
"63684","52159","Andijk","Meilag","35",NULL,"Andijk","L","2976","JA",False,"0101000020E6100000E597BBCF87DF14404F3C048A065F4A40","JA",False
"63685","52160","Andijk","Meilag","37",NULL,"Andijk","L","2080","JA",False,"0101000020E61000001D3EFF4A72DF1440BDFC51610C5F4A40","JA",False
"63686","52161","Andijk","Meilag","39",NULL,"Andijk","L","2079","JA",False,"0101000020E610000012AD9B335ADF144063167A2F0C5F4A40","JA",False
"63687","52162","Andijk","Meilag","41",NULL,"Andijk","L","2316","JA",False,"0101000020E6100000071C381C42DF1440DA5712AC0B5F4A40","JA",False
"63688","52163","Andijk","Meilag","43",NULL,"Andijk","L","2468","JA",False,"0101000020E61000002D6A5CD32CDF1440CB7C0A5F0B5F4A40","JA",False
"63689","52164","Andijk","Meilag","45",NULL,"Andijk","L","2469","JA",False,"0101000020E610000023D9F8BB14DF1440DA5712AC0B5F4A40","JA",False
"63690","52165","Andijk","Meilag","47",NULL,"Andijk","L","2092","JA",False,"0101000020E6100000B360AF89FADE1440758762480B5F4A40","JA",False
"63691","52166","Andijk","Meilag","49",NULL,"Andijk","L","2091","JA",False,"0101000020E6100000E7DD1C87E8DE144030B1C2ED0A5F4A40","JA",False
"63692","52167","Andijk","Meilag","51",NULL,"Andijk","L","1437","JA",False,"0101000020E6100000C14D55F695DE1440B4A6EC80045F4A40","JA",False
"63693","52168","Andijk","Meilag","53",NULL,"Andijk","L","1436","JA",False,"0101000020E6100000916ECD2793DE14405E53DC2A065F4A40","JA",False
"63694","52169","Andijk","Meilag","55",NULL,"Andijk","L","1435","JA",False,"0101000020E610000071E7641D90DE144096D583F4075F4A40","JA",False
"63695","52170","Andijk","Meilag","57",NULL,"Andijk","L","1434","JA",False,"0101000020E61000009AE94FA188DE14400E34A3B9095F4A40","JA",False
"63698","52173","Andijk","Meilag","59",NULL,"Andijk","L","1431","JA",False,"0101000020E6100000E472A32F84DE1440E46998160F5F4A40","JA",False
"63699","52174","Andijk","Meilag","61",NULL,"Andijk","L","1430","JA",False,"0101000020E6100000B6BCF1DE7DDE14404F372FD7105F4A40","JA",False
"63700","52175","Andijk","Meilag","63",NULL,"Andijk","L","1429","JA",False,"0101000020E6100000EEED25A979DE14405CD9D5A0125F4A40","JA",False
"63701","52176","Andijk","Meilag","65",NULL,"Andijk","L","1428","JA",False,"0101000020E6100000B0DF549473DE1440E55D6C61145F4A40","JA",False
"63702","52177","Andijk","Meilag","67",NULL,"Andijk","L","1427","JA",False,"0101000020E61000001F42BD286BDE14401F22CBB9155F4A40","JA",False
"63707","52182","Andijk","Generaal de Wetlaan","2",NULL,"Andijk","L","1253","JA",False,"0101000020E6100000136DBEEFADE314400460F60EDF5E4A40","JA",False
"63708","52183","Andijk","Generaal de Wetlaan","4",NULL,"Andijk","L","1254","JA",False,"0101000020E61000002FB56FDE91E314400460F60EDF5E4A40","JA",False
"63709","52184","Andijk","Generaal de Wetlaan","6",NULL,"Andijk","L","1255","JA",False,"0101000020E6100000FE4AF7C07DE3144086C345ABDE5E4A40","JA",False
"63710","52185","Andijk","Generaal de Wetlaan","8",NULL,"Andijk","L","1256","JA",False,"0101000020E6100000DF389E6769E31440808C6CE8DD5E4A40","JA",False
"63711","52186","Andijk","Generaal de Wetlaan","10",NULL,"Andijk","L","1257","JA",False,"0101000020E61000007EEF9D7B52E31440BDEABB84DD5E4A40","JA",False
"63712","52187","Andijk","Generaal de Wetlaan","12",NULL,"Andijk","L","1258","JA",False,"0101000020E610000051AEFBDB3AE3144011652B33DD5E4A40","JA",False
"63713","52188","Andijk","Generaal de Wetlaan","14",NULL,"Andijk","L","1259","JA",False,"0101000020E610000001BD1AB423E314409AC702D4DC5E4A40","JA",False
"63714","52189","Andijk","Generaal de Wetlaan","16",NULL,"Andijk","L","1260","JA",False,"0101000020E61000003B8C34AD0AE31440E8205270DC5E4A40","JA",False
"63715","52190","Andijk","Generaal de Wetlaan","18",NULL,"Andijk","L","1261","JA",False,"0101000020E6100000E9717D07F7E2144033DC8947DC5E4A40","JA",False
"63716","52191","Andijk","Generaal de Wetlaan","20",NULL,"Andijk","L","1904","JA",False,"0101000020E6100000B7E2EC49DFE114404CFED559E45E4A40","JA",False
"63717","52192","Andijk","Generaal de Wetlaan","22",NULL,"Andijk","L","1905","JA",False,"0101000020E6100000B07A5FB0C3E114401B31C5BFE35E4A40","JA",False
"63718","52193","Andijk","Generaal de Wetlaan","24",NULL,"Andijk","L","1906","JA",False,"0101000020E6100000E720A32BAEE11440ACE76489E35E4A40","JA",False
"63719","52194","Andijk","Generaal de Wetlaan","26",NULL,"Andijk","L","1907","JA",False,"0101000020E61000009B58988193E114403453A41CE35E4A40","JA",False
"63720","52195","Andijk","Generaal de Wetlaan","28",NULL,"Andijk","L","1908","JA",False,"0101000020E61000007F6F15A67BE1144079E213CBE25E4A40","JA",False
"63721","52196","Andijk","Generaal de Wetlaan","30",NULL,"Andijk","L","1909","JA",False,"0101000020E610000071B5DB1067E1144079E213CBE25E4A40","JA",False
"63722","52197","Andijk","Generaal de Wetlaan","32",NULL,"Andijk","L","1910","JA",False,"0101000020E6100000F1E4721A4DE114402237BB50E25E4A40","JA",False
"63723","52198","Andijk","Generaal de Wetlaan","34",NULL,"Andijk","L","1911","JA",False,"0101000020E61000005D9314E236E114400FA382E8E15E4A40","JA",False
"63724","52199","Andijk","Generaal de Wetlaan","1",NULL,"Andijk","L","1290","JA",False,"0101000020E610000032A34C1E68E21440CC87B115DC5E4A40","JA",False
"63725","52200","Andijk","Generaal de Wetlaan","3",NULL,"Andijk","L","1291","JA",False,"0101000020E61000002B3BBF844CE21440965981FADB5E4A40","JA",False
"63726","52201","Andijk","Generaal de Wetlaan","5",NULL,"Andijk","L","1292","JA",False,"0101000020E61000006F855BF728E214402A80A07BDB5E4A40","JA",False
"63727","52202","Andijk","Generaal de Wetlaan","7",NULL,"Andijk","L","1293","JA",False,"0101000020E61000005AEE84170AE2144019E3FF20DB5E4A40","JA",False
"63728","52203","Andijk","Generaal de Wetlaan","9",NULL,"Andijk","L","1294","JA",False,"0101000020E61000009F38218AE6E11440AC243FB4DA5E4A40","JA",False
"63729","52204","Andijk","Generaal de Wetlaan","11",NULL,"Andijk","L","1295","JA",False,"0101000020E61000008AA14AAAC7E1144042748E50DA5E4A40","JA",False
"63730","52205","Andijk","Generaal de Wetlaan","13",NULL,"Andijk","L","1296","JA",False,"0101000020E6100000227BAD73A6E11440A2FD1C80D95E4A40","JA",False
"63731","52206","Andijk","Generaal de Wetlaan","15",NULL,"Andijk","L","1297","JA",False,"0101000020E610000029B778D17CE11440BAE30BE6D85E4A40","JA",False
"63732","52207","Andijk","Generaal de Wetlaan","17",NULL,"Andijk","L","1298","JA",False,"0101000020E6100000DDEE6D2762E1144084D60A55D85E4A40","JA",False
"63733","52208","Andijk","Generaal de Wetlaan","19",NULL,"Andijk","L","1299","JA",False,"0101000020E6100000DDD88C893FE11440592C6AFAD75E4A40","JA",False
"63734","52209","Andijk","La Reinestraat","1",NULL,"Andijk","L","1242","JA",False,"0101000020E61000009B8FD3E1C0E314405226156CEA5E4A40","JA",False
"63735","52210","Andijk","La Reinestraat","3",NULL,"Andijk","L","1243","JA",False,"0101000020E61000007FA65006A9E314407FDA9423EA5E4A40","JA",False
"63736","52211","Andijk","La Reinestraat","5",NULL,"Andijk","L","1244","JA",False,"0101000020E6100000FBAC119292E314400F8404D2E95E4A40","JA",False
"63737","52212","Andijk","La Reinestraat","7",NULL,"Andijk","L","1245","JA",False,"0101000020E6100000BD13502E7BE314403BFB2353E95E4A40","JA",False
"63738","52213","Andijk","La Reinestraat","9",NULL,"Andijk","L","1246","JA",False,"0101000020E61000007F7A8ECA63E3144059F1134AE95E4A40","JA",False
"63739","52214","Andijk","La Reinestraat","11",NULL,"Andijk","L","1247","JA",False,"0101000020E610000085414A774BE31440997953DDE85E4A40","JA",False
"63740","52215","Andijk","La Reinestraat","13",NULL,"Andijk","L","1248","JA",False,"0101000020E610000047A8881334E31440856F43D4E85E4A40","JA",False
"63741","52216","Andijk","La Reinestraat","2",NULL,"Andijk","L","1233","JA",False,"0101000020E61000004FB1E79983E314404A52FD8BF45E4A40","JA",False
"63742","52217","Andijk","La Reinestraat","4",NULL,"Andijk","L","1234","JA",False,"0101000020E6100000E0389E6769E31440EB071D0DF45E4A40","JA",False
"63743","52218","Andijk","La Reinestraat","6",NULL,"Andijk","L","1235","JA",False,"0101000020E6100000D27E64D254E3144096D68CBBF35E4A40","JA",False
"63744","52219","Andijk","La Reinestraat","8",NULL,"Andijk","L","1236","JA",False,"0101000020E610000063061BA03AE314404847FCD8F25E4A40","JA",False
"63745","52220","Andijk","La Reinestraat","10",NULL,"Andijk","L","1237","JA",False,"0101000020E610000002BD1AB423E314403CFF3B6CF25E4A40","JA",False
"63746","52221","Andijk","La Reinestraat","12",NULL,"Andijk","L","1238","JA",False,"0101000020E61000007EC3DB3F0DE3144096E0EB3EF25E4A40","JA",False
"63747","52222","Andijk","La Reinestraat","14",NULL,"Andijk","L","1239","JA",False,"0101000020E6100000B5691FBBF7E21440DF9B3BDBF15E4A40","JA",False
"63748","52223","Andijk","La Reinestraat","16",NULL,"Andijk","L","1240","JA",False,"0101000020E610000001915878DEE21440C668BB92F15E4A40","JA",False
"63749","52224","Andijk","La Reinestraat","18",NULL,"Andijk","L","1241","JA",False,"0101000020E610000038379CF3C8E21440DF4E7B6EF15E4A40","JA",False
"63750","52225","Andijk","Generaal de Wetlaan","35",NULL,"Andijk","L","2248","JA",False,"0101000020E6100000DA1FFB8F6CE11440907622B9EB5E4A40","JA",False
"63751","52226","Andijk","Generaal de Wetlaan","36",NULL,"Andijk","L","2247","JA",False,"0101000020E6100000F354B79E76E11440C1971EDBEB5E4A40","JA",False
"63752","52227","Andijk","Generaal de Wetlaan","37",NULL,"Andijk","L","2246","JA",False,"0101000020E61000003F92D1F97FE1144060A93EEDEB5E4A40","JA",False
"63753","52228","Andijk","Generaal de Wetlaan","38",NULL,"Andijk","L","2245","JA",False,"0101000020E61000008BCFEB5489E11440FCD24A18EC5E4A40","JA",False
"63754","52229","Andijk","Generaal de Wetlaan","39",NULL,"Andijk","L","2244","JA",False,"0101000020E61000009B58988193E11440C62D7377EC5E4A40","JA",False
"63755","52230","Andijk","Generaal de Wetlaan","40",NULL,"Andijk","L","2243","JA",False,"0101000020E6100000B28D54909DE11440846B27B9EC5E4A40","JA",False
"63756","52231","Andijk","Generaal de Wetlaan","41",NULL,"Andijk","L","2242","JA",False,"0101000020E61000007EB683ACA8E11440867E8BCDEC5E4A40","JA",False
"63757","52232","Andijk","Generaal de Wetlaan","42",NULL,"Andijk","L","2241","JA",False,"0101000020E610000020AC3ADCB0E11440278B23DBEC5E4A40","JA",False
"63758","52233","Andijk","Generaal de Wetlaan","43",NULL,"Andijk","L","2240","JA",False,"0101000020E6100000FB2C89BCBBE11440DECB5F21ED5E4A40","JA",False
"63759","52234","Andijk","Generaal de Wetlaan","44",NULL,"Andijk","L","2239","JA",False,"0101000020E6100000F1B10643C6E1144038D6B32CED5E4A40","JA",False
"63760","52235","Andijk","Generaal de Wetlaan","45",NULL,"Andijk","L","2238","JA",False,"0101000020E6100000003BB36FD0E114406AFF035AED5E4A40","JA",False
"63761","52236","Andijk","Generaal de Wetlaan","46",NULL,"Andijk","L","1287","JA",False,"0101000020E61000006DFF35D5DCE11440A7095865ED5E4A40","JA",False
"63762","52237","Andijk","Rose Précocestraat","1",NULL,"Andijk","L","1222","JA",False,"0101000020E610000038617FC091E3144056DE708EFF5E4A40","JA",False
"63763","52238","Andijk","Rose Précocestraat","3",NULL,"Andijk","L","1223","JA",False,"0101000020E61000008588B87D78E31440E6D4A018FF5E4A40","JA",False
"63764","52239","Andijk","Rose Précocestraat","5",NULL,"Andijk","L","1224","JA",False,"0101000020E6100000C95D453F66E31440DACD20D0FE5E4A40","JA",False
"63765","52240","Andijk","Rose Précocestraat","7",NULL,"Andijk","L","1225","JA",False,"0101000020E61000003835BD844CE3144041BF4051FE5E4A40","JA",False
"63766","52241","Andijk","Rose Précocestraat","9",NULL,"Andijk","L","1226","JA",False,"0101000020E6100000464E252D2DE31440C3B190EDFD5E4A40","JA",False
"63767","52242","Andijk","Rose Précocestraat","11",NULL,"Andijk","L","1227","JA",False,"0101000020E6100000BB023ABD1DE314401EAF70DBFD5E4A40","JA",False
"63768","52243","Andijk","Rose Précocestraat","13",NULL,"Andijk","L","1228","JA",False,"0101000020E61000003709FB4807E3144068998053FD5E4A40","JA",False
"63776","52251","Andijk","Rose Précocestraat","2",NULL,"Andijk","L","1889","JA",False,"0101000020E6100000789DF17F59E31440B7601746095F4A40","JA",False
"63777","52252","Andijk","Rose Précocestraat","4",NULL,"Andijk","L","1888","JA",False,"0101000020E6100000C3C42A3D40E314403B78A706095F4A40","JA",False
"63778","52253","Andijk","Rose Précocestraat","6",NULL,"Andijk","L","1887","JA",False,"0101000020E61000001E1BAD402AE314406C8DBFCB085F4A40","JA",False
"63779","52254","Andijk","Rose Précocestraat","8",NULL,"Andijk","L","1886","JA",False,"0101000020E6100000F1D90AA112E31440F6DB1FE0075F4A40","JA",False
"63780","52255","Andijk","Rose Précocestraat","10",NULL,"Andijk","L","1885","JA",False,"0101000020E61000007F38EBF0FBE2144087FBE777075F4A40","JA",False
"63781","52256","Andijk","Rose Précocestraat","12",NULL,"Andijk","L","1884","JA",False,"0101000020E61000002F470AC9E4E21440810C003D075F4A40","JA",False
"63782","52257","Andijk","Rose Précocestraat","14",NULL,"Andijk","L","1883","JA",False,"0101000020E6100000360EC675CCE21440D32750D9065F4A40","JA",False
"63783","52258","Andijk","Rose Précocestraat","16",NULL,"Andijk","L","1882","JA",False,"0101000020E6100000C36CA6C5B5E21440B73B488C065F4A40","JA",False
"63784","52259","Andijk","Rose Précocestraat","18",NULL,"Andijk","L","1881","JA",False,"0101000020E6100000962B04269EE214401C49E855065F4A40","JA",False
"63785","52260","Andijk","Scarlet Ducstraat","1",NULL,"Andijk","L","1926","JA",False,"0101000020E61000004FD51C6F29E21440368D35F4F45E4A40","JA",False
"63786","52261","Andijk","Scarlet Ducstraat","3",NULL,"Andijk","L","1925","JA",False,"0101000020E6100000CBDBDDFA12E2144000673DB0F45E4A40","JA",False
"63787","52262","Andijk","Scarlet Ducstraat","5",NULL,"Andijk","L","1924","JA",False,"0101000020E61000007E13D350F8E11440C3329D55F45E4A40","JA",False
"63788","52263","Andijk","Scarlet Ducstraat","7",NULL,"Andijk","L","1923","JA",False,"0101000020E6100000A561F707E3E1144021F2DCE8F35E4A40","JA",False
"63789","52264","Andijk","Scarlet Ducstraat","9",NULL,"Andijk","L","1922","JA",False,"0101000020E610000036E9ADD5C8E1144005D17CB2F35E4A40","JA",False
"63790","52265","Andijk","Scarlet Ducstraat","11",NULL,"Andijk","L","1921","JA",False,"0101000020E6100000D69FADE9B1E114400BA4FC69F35E4A40","JA",False
