"Volgnummer","id_geo","Plaats","Straat","Huisnummer","Toevoeging","Kad. gemeente","Kad. sectie","Kadastraal perceelnr.","Bram","dubbel_bram","geometry","geopackage","dubbel_geo"
"63791","52266","Andijk","Scarlet Ducstraat","13",NULL,"Andijk","L","1920","JA",False,"0101000020E6100000CA0E4AD299E1144054706C18F35E4A40","JA",False
"63792","52267","Andijk","Scarlet Ducstraat","15",NULL,"Andijk","L","1919","JA",False,"0101000020E6100000ABFCF07885E11440304D0CE2F25E4A40","JA",False
"63793","52268","Andijk","Scarlet Ducstraat","17",NULL,"Andijk","L","1918","JA",False,"0101000020E6100000EAF4E0EF68E1144084239CA2F25E4A40","JA",False
"63794","52269","Andijk","Scarlet Ducstraat","2",NULL,"Andijk","L","3045","JA",False,"0101000020E610000002F44469A3E11440247950A7FC5E4A40","JA",False
"63795","52270","Andijk","Scarlet Ducstraat","4",NULL,"Andijk","L","3046","JA",False,"0101000020E610000018EA495C8EE114407F4538C0FB5E4A40","JA",False
"63796","52271","Andijk","Scarlet Ducstraat","6",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000FB00C78076E11440FB30A86EFB5E4A40","JA",False
"63797","52272","Andijk","Scarlet Ducstraat","8",NULL,"Andijk","L","3046","JA",False,"0101000020E610000059801F025DE11440091A9018FB5E4A40","JA",False
"63798","52273","Andijk","Scarlet Ducstraat","10",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000396EC6A848E11440C00178C2FA5E4A40","JA",False
"63799","52274","Andijk","Scarlet Ducstraat","12",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000518DA11930E11440CAF5AF99FA5E4A40","JA",False
"63800","52275","Andijk","Scarlet Ducstraat","14",NULL,"Andijk","L","3046","JA",False,"0101000020E61000008C5CBB1217E114406FD4EF2CFA5E4A40","JA",False
"63801","52276","Andijk","Scarlet Ducstraat","16",NULL,"Andijk","L","2084","JA",False,"0101000020E61000004A9A233103E1144086BBE7DFF95E4A40","JA",False
"63802","52277","Andijk","Proserpinestraat","1",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000C2735061F7E1144044B385EB0C5F4A40","JA",False
"63803","52278","Andijk","Proserpinestraat","3",NULL,"Andijk","L","3046","JA",False,"0101000020E610000054FB062FDDE11440DCC645C70C5F4A40","JA",False
"63804","52279","Andijk","Proserpinestraat","5",NULL,"Andijk","L","3046","JA",False,"0101000020E61000004541CD99C8E1144086FB95630C5F4A40","JA",False
"63805","52280","Andijk","Proserpinestraat","7",NULL,"Andijk","L","3046","JA",False,"0101000020E61000001B290178ADE114407E17362D0C5F4A40","JA",False
"63806","52281","Andijk","Proserpinestraat","9",NULL,"Andijk","L","3046","JA",False,"0101000020E61000000E6FC7E298E11440F14496D20B5F4A40","JA",False
"63807","52282","Andijk","Proserpinestraat","11",NULL,"Andijk","L","3046","JA",False,"0101000020E61000007C463F287FE11440E06326930B5F4A40","JA",False
"63808","52283","Andijk","Proserpinestraat","13",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000D59CC12B69E11440BDA3360B0B5F4A40","JA",False
"63809","52284","Andijk","Proserpinestraat","15",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000BBB33E5051E1144037B4F6E60A5F4A40","JA",False
"63810","52285","Andijk","Proserpinestraat","17",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000B44BB1B635E1144078D086A70A5F4A40","JA",False
"63811","52286","Andijk","Proserpinestraat","2",NULL,"Andijk","L","2087","JA",False,"0101000020E610000094BF7D7F6DE11440E3738048145F4A40","JA",False
"63812","52287","Andijk","Proserpinestraat","4",NULL,"Andijk","L","2087","JA",False,"0101000020E61000009C86392C55E11440A79B301B145F4A40","JA",False
"63813","52288","Andijk","Proserpinestraat","6",NULL,"Andijk","L","2087","JA",False,"0101000020E6100000371463C241E11440D7F180B7135F4A40","JA",False
"63814","52289","Andijk","Proserpinestraat","8",NULL,"Andijk","L","2087","JA",False,"0101000020E61000001C2BE0E629E11440672F016F135F4A40","JA",False
"63815","52290","Andijk","Proserpinestraat","10",NULL,"Andijk","L","2087","JA",False,"0101000020E6100000FF415D0B12E11440F45CA138135F4A40","JA",False
"63816","52291","Andijk","Proserpinestraat","12",NULL,"Andijk","L","2086","JA",False,"0101000020E6100000F5B0F9F3F9E01440C8B269D0125F4A40","JA",False
"63817","52292","Andijk","Proserpinestraat","14",NULL,"Andijk","L","2087","JA",False,"0101000020E6100000FC77B5A0E1E01440C9DE099A125F4A40","JA",False
"63818","52293","Andijk","Proserpinestraat","16",NULL,"Andijk","L","2087","JA",False,"0101000020E610000052A56126CFE01440DF0D225F125F4A40","JA",False
"63830","52305","Andijk","Rose Luisantestraat","2",NULL,"Andijk","L","1268","JA",False,"0101000020E6100000EAE1C18B20E314405E5D15441E5F4A40","JA",False
"63831","52306","Andijk","Rose Luisantestraat","4",NULL,"Andijk","L","1269","JA",False,"0101000020E610000051678DD50DE314408735F6A01D5F4A40","JA",False
"63832","52307","Andijk","Rose Luisantestraat","6",NULL,"Andijk","L","1270","JA",False,"0101000020E6100000592E4982F5E21440BA70A6731D5F4A40","JA",False
"63833","52308","Andijk","Rose Luisantestraat","8",NULL,"Andijk","L","1271","JA",False,"0101000020E6100000A455823FDCE21440586557B51C5F4A40","JA",False
"63834","52309","Andijk","Rose Luisantestraat","10",NULL,"Andijk","L","1272","JA",False,"0101000020E6100000A4CA91F0CAE2144070B5E7751C5F4A40","JA",False
"63835","52310","Andijk","Rose Luisantestraat","12",NULL,"Andijk","L","1273","JA",False,"0101000020E61000006531D08CB3E214409C26481B1C5F4A40","JA",False
"63836","52311","Andijk","Rose Luisantestraat","14",NULL,"Andijk","L","1274","JA",False,"0101000020E6100000BF8752909DE214401580C8D21B5F4A40","JA",False
"63837","52312","Andijk","Rose Luisantestraat","16",NULL,"Andijk","L","1275","JA",False,"0101000020E6100000E9FE4CC584E21440661AE9531B5F4A40","JA",False
"63838","52313","Andijk","Rose Luisantestraat","18",NULL,"Andijk","L","1276","JA",False,"0101000020E610000095E4951F71E214403630C9411B5F4A40","JA",False
"63839","52314","Andijk","Flamingolaan","1",NULL,"Andijk","L","1336","JA",False,"0101000020E6100000A20C35CA32E31440D4203591285F4A40","JA",False
"63840","52315","Andijk","Flamingolaan","3",NULL,"Andijk","L","1262","JA",False,"0101000020E610000003B563C915E314400B520576285F4A40","JA",False
"63841","52316","Andijk","Flamingolaan","5",NULL,"Andijk","L","1263","JA",False,"0101000020E6100000EFA87D3808E3144059055612285F4A40","JA",False
"63842","52317","Andijk","Flamingolaan","7",NULL,"Andijk","L","1264","JA",False,"0101000020E6100000A2E0728EEDE21440ECC696A5275F4A40","JA",False
"63843","52318","Andijk","Flamingolaan","9",NULL,"Andijk","L","1265","JA",False,"0101000020E61000001EE7331AD7E21440F4164778275F4A40","JA",False
"63844","52319","Andijk","Flamingolaan","11",NULL,"Andijk","L","1266","JA",False,"0101000020E610000003FEB03EBFE214403C96C72F275F4A40","JA",False
"63845","52320","Andijk","Flamingolaan","13",NULL,"Andijk","L","1267","JA",False,"0101000020E6100000C464EFDAA7E2144050E57702275F4A40","JA",False
"63846","52321","Andijk","Flamingolaan","2",NULL,"Andijk","L","1858","JA",False,"0101000020E610000079F468A817E314400882E80D365F4A40","JA",False
"63847","52322","Andijk","Flamingolaan","4",NULL,"Andijk","L","1857","JA",False,"0101000020E6100000728CDB0EFCE21440A55D49B3355F4A40","JA",False
"63848","52323","Andijk","Flamingolaan","6",NULL,"Andijk","L","1856","JA",False,"0101000020E610000025C4D064E1E21440470CCA6A355F4A40","JA",False
"63849","52324","Andijk","Flamingolaan","8",NULL,"Andijk","L","1856","JA",False,"0101000020E6100000F5595847CDE214400B26FBF4345F4A40","JA",False
"63850","52325","Andijk","Flamingolaan","10",NULL,"Andijk","L","1855","JA",False,"0101000020E6100000D870D56BB5E2144040A79BBE345F4A40","JA",False
"63851","52326","Andijk","Flamingolaan","12",NULL,"Andijk","L","2545","JA",False,"0101000020E610000003E8CFA09CE2144018FD5B9A345F4A40","JA",False
"63852","52327","Andijk","Flamingolaan","14",NULL,"Andijk","L","2545","JA",False,"0101000020E6100000B71FC5F681E214406A7DFC63345F4A40","JA",False
"63853","52328","Andijk","Flamingolaan","16",NULL,"Andijk","L","2546","JA",False,"0101000020E61000000247FEB368E21440E9BB0DDC335F4A40","JA",False
"63854","52329","Andijk","Flamingolaan","18",NULL,"Andijk","L","2960","JA",False,"0101000020E61000005C9D80B752E214405525BEAE335F4A40","JA",False
"63855","52330","Andijk","Flamingolaan","20",NULL,"Andijk","L","2961","JA",False,"0101000020E610000010D5750D38E2144016F71E54335F4A40","JA",False
"63856","52331","Andijk","Flamingolaan","22",NULL,"Andijk","L","2133","JA",False,"0101000020E610000076ECDB4178E114407BD984B5305F4A40","JA",False
"63857","52332","Andijk","Flamingolaan","24",NULL,"Andijk","L","1845","JA",False,"0101000020E610000015A3DB5561E11440CF631576305F4A40","JA",False
"63858","52333","Andijk","Flamingolaan","26",NULL,"Andijk","L","2781","JA",False,"0101000020E6100000847A539B47E11440CCD9B53F305F4A40","JA",False
"63859","52334","Andijk","Flamingolaan","28",NULL,"Andijk","L","2780","JA",False,"0101000020E610000016020A692DE11440C98926EE2F5F4A40","JA",False
"63860","52335","Andijk","Flamingolaan","30",NULL,"Andijk","L","2780","JA",False,"0101000020E6100000D1169C091DE114409538979C2F5F4A40","JA",False
"63861","52336","Andijk","Flamingolaan","32",NULL,"Andijk","L","1950","JA",False,"0101000020E6100000DD2F04B2FDE01440990CE8382F5F4A40","JA",False
"63862","52337","Andijk","Flamingolaan","15",NULL,"Andijk","L","1216","JA",False,"0101000020E61000009AC8DC05BDE114409EBA8A58255F4A40","JA",False
"63863","52338","Andijk","Flamingolaan","17",NULL,"Andijk","L","1215","JA",False,"0101000020E6100000D16E2081A7E11440CB41FB06255F4A40","JA",False
"63864","52339","Andijk","Flamingolaan","19",NULL,"Andijk","L","1214","JA",False,"0101000020E610000093D55E1D90E114401CAA8BC7245F4A40","JA",False
"63865","52340","Andijk","Flamingolaan","21",NULL,"Andijk","L","1213","JA",False,"0101000020E6100000BB4C595277E114409378AC48245F4A40","JA",False
"63866","52341","Andijk","Flamingolaan","23",NULL,"Andijk","L","1212","JA",False,"0101000020E61000006FF95D594BE1144042ED2C00245F4A40","JA",False
"63867","52342","Andijk","Flamingolaan","25",NULL,"Andijk","L","1211","JA",False,"0101000020E610000084EF624C36E11440C618FDE4235F4A40","JA",False
"63868","52343","Andijk","Flamingolaan","27",NULL,"Andijk","L","1210","JA",False,"0101000020E6100000D1169C091DE11440D80CEE4A235F4A40","JA",False
"63869","52344","Andijk","Flamingolaan","29",NULL,"Andijk","L","1209","JA",False,"0101000020E61000002A6D1E0D07E11440568C5EF9225F4A40","JA",False
"63870","52345","Andijk","Flamingolaan","34",NULL,"Andijk","L","2807","JA",False,"0101000020E6100000559F89AA3DE01440021F15C32C5F4A40","JA",False
"63871","52346","Andijk","Flamingolaan","36",NULL,"Andijk","L","2807","JA",False,"0101000020E61000007E1684DF24E01440C38BB58C2C5F4A40","JA",False
"63872","52347","Andijk","Flamingolaan","38",NULL,"Andijk","L","2807","JA",False,"0101000020E6100000109E3AAD0AE01440E82D263B2C5F4A40","JA",False
"63873","52348","Andijk","Flamingolaan","40",NULL,"Andijk","L","2807","JA",False,"0101000020E6100000772306F7F7DF1440C65106292C5F4A40","JA",False
"63874","52349","Andijk","Flamingolaan","42",NULL,"Andijk","L","2807","JA",False,"0101000020E610000047B98DD9E3DF1440374B27AA2B5F4A40","JA",False
"63875","52350","Andijk","Flamingolaan","44",NULL,"Andijk","L","2807","JA",False,"0101000020E6100000A861BCD8C6DF144099A3D77C2B5F4A40","JA",False
"63876","52351","Andijk","Keizerskroon","3",NULL,"Andijk","L","1864","JA",False,"0101000020E610000037A7E077F2E21440E0566EBC475F4A40","JA",False
"63877","52352","Andijk","Keizerskroon","5",NULL,"Andijk","L","1863","JA",False,"0101000020E6100000BAFF4DFFD4E21440E0F08F3D475F4A40","JA",False
"63878","52353","Andijk","Keizerskroon","7",NULL,"Andijk","L","1862","JA",False,"0101000020E610000059B64D13BEE21440B69F3007475F4A40","JA",False
"63879","52354","Andijk","Keizerskroon","9",NULL,"Andijk","L","1861","JA",False,"0101000020E6100000C88DC558A4E21440FF30E1D9465F4A40","JA",False
"63880","52355","Andijk","Keizerskroon","11",NULL,"Andijk","L","1860","JA",False,"0101000020E61000005FF2187194E2144072FFE248465F4A40","JA",False
"63881","52356","Andijk","Keizerskroon","13",NULL,"Andijk","L","1859","JA",False,"0101000020E6100000588A8BD778E21440FE38C336465F4A40","JA",False
"63882","52357","Andijk","Keizerskroon","15",NULL,"Andijk","L","2777","JA",False,"0101000020E61000008E3779EEA4E11440EB21BC58435F4A40","JA",False
"63883","52358","Andijk","Keizerskroon","17",NULL,"Andijk","L","2777","JA",False,"0101000020E6100000E88DFBF18EE114400F907C34435F4A40","JA",False
"63884","52359","Andijk","Keizerskroon","19",NULL,"Andijk","L","2777","JA",False,"0101000020E6100000CDA4781677E11440FF86EDE2425F4A40","JA",False
"63885","52360","Andijk","Keizerskroon","21",NULL,"Andijk","L","2777","JA",False,"0101000020E61000000874920F5EE11440C5040F64425F4A40","JA",False
"63886","52361","Andijk","Keizerskroon","23",NULL,"Andijk","L","2777","JA",False,"0101000020E610000095D2725F47E11440DD7E473B425F4A40","JA",False
"63887","52362","Andijk","Keizerskroon","25",NULL,"Andijk","L","2777","JA",False,"0101000020E61000006891D0BF2FE11440B24950F7415F4A40","JA",False
"63888","52363","Andijk","Keizerskroon","27",NULL,"Andijk","L","2847","JA",False,"0101000020E6100000871FE36574E01440B7C74F663F5F4A40","JA",False
"63889","52364","Andijk","Keizerskroon","29",NULL,"Andijk","L","2847","JA",False,"0101000020E610000019A799335AE01440FA62F02F3F5F4A40","JA",False
"63890","52365","Andijk","Keizerskroon","31",NULL,"Andijk","L","2847","JA",False,"0101000020E6100000B85D994743E01440936451D53E5F4A40","JA",False
"63891","52366","Andijk","Keizerskroon","33",NULL,"Andijk","L","2847","JA",False,"0101000020E61000004293A31930E01440936451D53E5F4A40","JA",False
"63892","52367","Andijk","Keizerskroon","35",NULL,"Andijk","L","2847","JA",False,"0101000020E6100000B06A1B5F16E014408C3033323E5F4A40","JA",False
"63893","52368","Andijk","Keizerskroon","37",NULL,"Andijk","L","2847","JA",False,"0101000020E61000002D71DCEAFFDF1440BF7C03173E5F4A40","JA",False
"63894","52369","Andijk","Ibislaan","2",NULL,"Andijk","L","2087","JA",False,"0101000020E6100000B39F3C21ABE01440A803B004225F4A40","JA",False
"63895","52370","Andijk","Ibislaan","4",NULL,"Andijk","L","2087","JA",False,"0101000020E6100000062F0378ADE014406391A248205F4A40","JA",False
"63896","52371","Andijk","Ibislaan","6",NULL,"Andijk","L","2087","JA",False,"0101000020E6100000228D9504B4E01440C5FB948C1E5F4A40","JA",False
"63897","52372","Andijk","Ibislaan","8",NULL,"Andijk","L","2087","JA",False,"0101000020E6100000C8AB22B2B8E014404E7C37A31C5F4A40","JA",False
"63898","52373","Andijk","Ibislaan","10",NULL,"Andijk","L","2087","JA",False,"0101000020E610000098CC9AE3B5E01440E9D1D9B91A5F4A40","JA",False
"63899","52374","Andijk","Ibislaan","12",NULL,"Andijk","L","2087","JA",False,"0101000020E6100000296A324FBEE0144007CBCBFD185F4A40","JA",False
"63900","52375","Andijk","Ibislaan","14",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000D6F04C96DEE01440B536D7B2095F4A40","JA",False
"63901","52376","Andijk","Ibislaan","16",NULL,"Andijk","L","3046","JA",False,"0101000020E610000015FF1DABE4E0144087DAA7E4075F4A40","JA",False
"63902","52377","Andijk","Ibislaan","18",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000222E67F1E7E01440DA539828065F4A40","JA",False
"63903","52378","Andijk","Ibislaan","20",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000986D6CD0E9E014404BAF4848045F4A40","JA",False
"63904","52379","Andijk","Ibislaan","22",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000D77B3DE5EFE01440F9E2C84C025F4A40","JA",False
"63905","52380","Andijk","Ibislaan","24",NULL,"Andijk","L","3046","JA",False,"0101000020E6100000280B043CF2E0144019EAA887005F4A40","JA",False
"63906","52381","Andijk","Ibislaan","26",NULL,"Andijk","L","1917","JA",False,"0101000020E6100000D6911E8312E1144044249333F15E4A40","JA",False
"63907","52382","Andijk","Ibislaan","28",NULL,"Andijk","L","1916","JA",False,"0101000020E61000009F60EAB816E114400E02F2B6EF5E4A40","JA",False
"63908","52383","Andijk","Ibislaan","30",NULL,"Andijk","L","1915","JA",False,"0101000020E6100000AD8F33FF19E114409796F003EE5E4A40","JA",False
"63909","52384","Andijk","Ibislaan","32",NULL,"Andijk","L","1914","JA",False,"0101000020E610000053AEC0AC1EE11440EABA5EFFEB5E4A40","JA",False
"63910","52385","Andijk","Ibislaan","34",NULL,"Andijk","L","1913","JA",False,"0101000020E6100000B36CD04924E11440B5D50C1FEA5E4A40","JA",False
"63911","52386","Andijk","Ibislaan","36",NULL,"Andijk","L","1912","JA",False,"0101000020E61000007D3B9C7F28E1144018A88A23E85E4A40","JA",False
"63912","52387","Andijk","Ibislaan","3",NULL,"Andijk","L","1333","JA",False,"0101000020E610000027288F7556E0144057B30000145F4A40","JA",False
"63913","52388","Andijk","Ibislaan","13",NULL,"Andijk","L","1334","JA",False,"0101000020E6100000F54807A753E01440F87155610D5F4A40","JA",False
"63914","52389","Andijk","Ibislaan","15",NULL,"Andijk","L","1318","JA",False,"0101000020E6100000DA7565695EE014405FC3272D085F4A40","JA",False
"63915","52390","Andijk","Ibislaan","17",NULL,"Andijk","L","1319","JA",False,"0101000020E6100000DB0056B86FE0144069BF78D2035F4A40","JA",False
"63916","52391","Andijk","Ibislaan","19",NULL,"Andijk","L","1320","JA",False,"0101000020E61000002E1B0D5E83E01440CCD2F801FF5E4A40","JA",False
"63917","52392","Andijk","Ibislaan","21",NULL,"Andijk","L","1321","JA",False,"0101000020E6100000737B8A6E82E0144091DB9743FA5E4A40","JA",False
"63918","52393","Andijk","Ibislaan","23",NULL,"Andijk","L","1335","JA",False,"0101000020E61000009C0866418CE014402FAB952AF55E4A40","JA",False
"63919","52394","Andijk","Ibislaan","25",NULL,"Andijk","L","1300","JA",False,"0101000020E61000009D9356909DE01440C109530FF15E4A40","JA",False
"63920","52395","Andijk","Ibislaan","27",NULL,"Andijk","L","1301","JA",False,"0101000020E610000004A412299CE014404FAE201FEE5E4A40","JA",False
"63921","52396","Andijk","Ibislaan","29",NULL,"Andijk","L","1302","JA",False,"0101000020E6100000A3E5028C96E01440AB914DD4EA5E4A40","JA",False
"63922","52397","Andijk","Ibislaan","31",NULL,"Andijk","L","1303","JA",False,"0101000020E6100000A4FBE329B9E014403275B91CE75E4A40","JA",False
"63923","52398","Andijk","Ibislaan","33",NULL,"Andijk","L","1304","JA",False,"0101000020E6100000208D9504B4E0144062CE9535E45E4A40","JA",False
"63924","52399","Andijk","Ibislaan","35",NULL,"Andijk","L","1305","JA",False,"0101000020E6100000125E4CBEB0E014406B5AF105E15E4A40","JA",False
"63925","52400","Andijk","Ibislaan","37",NULL,"Andijk","L","1306","JA",False,"0101000020E610000035246CE4D2E0144049BE8B69DD5E4A40","JA",False
"63926","52401","Andijk","Ibislaan","39",NULL,"Andijk","L","1307","JA",False,"0101000020E610000027F5229ECFE014400E5CF642DA5E4A40","JA",False
"63927","52402","Andijk","Ibislaan","41",NULL,"Andijk","L","1308","JA",False,"0101000020E61000004AA56126CFE01440C9503001D75E4A40","JA",False
"63928","52403","Andijk","Artuslaan","1",NULL,"Andijk","L","2846","JA",False,"0101000020E6100000C5FB19C3A3DF14409C99679A3C5F4A40","JA",False
"63929","52404","Andijk","Artuslaan","3",NULL,"Andijk","L","1838","JA",False,"0101000020E61000003A3B1FA2A5DF1440A0B4BB143B5F4A40","JA",False
"63930","52405","Andijk","Artuslaan","5",NULL,"Andijk","L","2847","JA",False,"0101000020E6100000BDA96DC7AADF1440B1B5B1C7385F4A40","JA",False
"63931","52406","Andijk","Artuslaan","7",NULL,"Andijk","L","2847","JA",False,"0101000020E6100000EE88F595ADDF144061B9E52F375F4A40","JA",False
"63932","52407","Andijk","Artuslaan","9",NULL,"Andijk","L","1839","JA",False,"0101000020E6100000867839FDAEDF1440F5787A3D355F4A40","JA",False
"63933","52408","Andijk","Artuslaan","11",NULL,"Andijk","L","2805","JA",False,"0101000020E61000001716D168B7DF1440FD0B0F4B335F4A40","JA",False
